"ppm","eng_sp1","eng_sp2","eng_sp3","eng_sp4","eng_sp5","fuel_sp1","fuel_sp2","fuel_sp3","fuel_sp4","fuel_sp5","gear_sp1","gear_sp2","gear_sp3","gear_sp4","gear_sp5","nav_sp1","nav_sp2","nav_sp3","nav_sp4","nav_sp5"
1286.83,0.23,1.3,2.35,-6.19,5.44,9.86,7.1,5.05,8.6,9.21,3.68,7.61,7.66,-6.39,17.82,19.69,32.5,37.81,18.9,36.1857145985292
1292.73,2.04,1.1,2.84,6.74,-1.66,5.37,7.54,0.69,4.71,-2.68,9.56,10.57,9.28,8.27,33.74,-2.09,20.38,31.91,29.11,19.3231043940117
1315.1,0.99,4.48,5.28,7.28,2.08,17.68,9.08,17.78,2.63,2.43,-8.95,-18.04,17.52,-17.7,21.18,16.93,39.67,-8.34,-4.67,11.6717000862329
1328.61,0.76,3.05,3.78,6.23,-2.13,3.18,3.4,-0.2,5.48,14.3,13.99,17.88,21.47,19.19,-7.85,28.63,19.31,40.25,31.58,2.89422847429657
1298.89,0.7,2,1.4,7.44,-1.7,-1.85,17.81,8.7,-0.05,26.21,-7.99,9.45,6.72,0.59,19.84,37.64,-13.23,35.81,11.94,15.1751387599542
1328.7,0.36,3.95,3.78,7.56,5.48,9.81,8.04,12.3,-4.57,13.85,11.62,34.74,24.65,10.7,5,-1.09,-5.99,21.45,21.45,27.4300326304166
1341.34,0.29,1.44,6.08,4.09,7.23,12.64,13.41,8.28,12.44,10.79,19.86,-0.12,29.08,18.97,4.45,32.9,5.52,8.37,15.17,24.8377456884121
1264.04,1.66,-0.55,-0.61,-4.73,-0.69,6.94,20.94,16.03,21.03,15.89,18.32,28.39,8.43,26.43,31.33,-11.72,23.03,6.04,50.95,1.30956855672867
1468.98,0.85,6.6,2.88,2.32,4.94,5.55,10.27,19.41,10.71,6.81,25.43,19.69,8.11,24.26,7.1,-9.02,31.42,-1.53,24.15,31.0924083977052
1277.92,2.61,-1.5,3.88,5.67,6.76,4.19,8.3,1.14,14.64,16.75,-2.73,22.57,25.54,9.88,-9.09,47.8,18.04,22.47,13.06,12.9771294377151
1281.83,0.79,4.32,1.25,-1.22,6.74,12.49,8.96,8.68,12.46,7.14,-4.12,17.62,8.41,-2.5,14.01,18.13,14.37,37.98,17.84,36.4006935020806
1282.49,1.53,1.52,-0.29,4.74,1.94,9.98,23.47,0.95,2.49,-2.35,7.1,-4.44,15.82,27.81,29.04,4.08,11.49,41.38,21.64,14.6664790597888
1422.11,1.02,2.05,6.88,1.92,-1.17,8.08,13.98,13.24,1.09,23.66,22.56,9.4,23.42,22.21,-8.9,8.48,18.37,4.78,-10.21,34.3038893117644
1237.56,1.11,4.37,1.84,5.04,-2.22,11.17,13.32,15.25,19.44,8.89,1.96,43.97,22.51,-1.95,16.69,-1.6,21.97,-3.3,0.43,10.6878413241035
1293.48,1.23,2.11,5.42,7.32,9.71,5.59,21.83,8.55,9.42,-2.93,3.55,-13.53,30.6,8.13,-3.19,23.56,-10.06,28.84,-1.01,7.6062931805205
1323.6,2.96,-0.91,6.06,4.2,6.85,4.32,19.49,11.56,-7.38,17.04,4.93,7.9,16.22,19.54,38.22,3.71,41.65,46.51,22.84,40.2253866763317
1299.18,1.83,3.11,5.01,0.27,0.78,3.92,-9.11,8.62,11.31,7.6,9.26,6.34,11.19,5.58,21.08,16.84,11.38,-4.02,14.29,18.6199192261282
1272.11,0.02,1.69,4.28,10.49,15.07,15.14,4.15,6.61,23.66,1.57,22.51,-17.2,-4.05,15.42,3.45,13.88,27.03,4,28.36,11.6385830624707
1404.82,1.68,3.81,1.92,0.44,6.42,4.73,8.13,0.91,13.06,9.94,22.02,6.37,20.68,25.33,17.85,12.45,5.73,13.69,-22.31,1.49620182087758
1297.06,0.86,6.53,4.15,5,3.84,-3.38,20.36,11.39,10.02,6.92,9.07,21.12,2.59,11.33,21.84,13.88,30.09,36.54,41.71,-30.7344470146686
1242.55,1.49,3.21,0.15,0.26,11.42,2.21,10.89,-0.4,21.73,17.66,10.06,23.3,23.79,21.53,4.67,2.52,3.42,-4.82,43.65,17.8257147291969
1267.65,1.05,1.86,3.14,-0.76,16.36,-7.43,8.67,4.33,16.54,26.47,6.75,13.67,-4.64,-5.36,-6.93,-5.21,32.25,-6.2,23.33,2.63996591936702
1265.72,-0.12,0.64,6.28,7.27,11.9,5.56,5.58,8.73,14.05,6.03,-2.48,10.43,-2.54,8.53,14.61,48.8,13.64,36.21,32.35,24.8576951165419
1272.24,0.57,3.31,2.57,2.93,0.27,15.81,6.36,18.05,18.4,13.16,6.14,11.27,17.37,-3.33,24.97,20.16,22.28,35.68,0.89,27.3980546565154
1285.69,0.18,1.76,1.72,3.9,2.42,3.48,11.4,0.19,15.94,12.28,16.31,19.12,36.36,20.35,21.22,-23.01,7.5,14.46,17.31,58.7107166208934
1269.26,0.67,1.58,2.71,15.19,3.44,13.01,2.94,-7.67,13.53,32.67,5.16,11.44,39.54,4.91,20.35,20.54,-5,13.49,17.22,3.11036344925991
1518.5,0.51,3.91,-0.74,-4.96,5.69,2.38,0.63,5.33,6.63,15.5,27.32,-0.12,30.93,-14.83,25.57,-4.63,0.46,15.22,14.97,44.6163055119321
1371.41,1.21,3.65,4.58,7.49,1.63,6.09,19.32,11.61,9.37,10.56,21.38,15.27,34.28,24.59,10.47,15.61,29.67,26.16,33.12,-26.0995942425308
1266.98,-0.9,2.63,5.27,0.32,2.79,13.3,-0.91,19.69,17.29,10.54,-0.01,25.69,3.27,5.4,28.12,26.7,-5.17,16.31,18.77,32.4487210557302
1294.53,0.35,3.84,-3.08,-0.49,-0.72,6.16,20.41,3.53,3.95,12.9,9.29,-11.37,9.88,19.29,2.2,-5.49,33.75,15.39,4.88,0.612219234770741
1358.7,0.49,2.65,4.67,5.79,2.08,4.06,1.62,-6.62,0.6,8.4,18.03,15.86,9.81,23.68,14.71,-13.41,37.17,50.82,11.92,57.4746815960163
1248.27,1.79,2.37,5.09,5.36,6.5,-0.97,9.64,0.84,17.9,16.61,6.73,8.84,22.96,27.8,-0.55,9.85,7.56,21.93,41.02,55.7572362308897
1513.98,2.67,2.48,-0.6,3.27,9.7,5.23,1.14,8.49,0.52,7.27,27.43,19.04,12.3,12.88,-0.45,31.86,41.86,39.29,-4.91,-10.8197038647677
1304.17,0.07,1.62,-0.13,5.74,6.79,11.18,4.54,19.91,7.96,12.22,2.12,34.33,4.64,-8.17,22.01,2.83,15.02,33.09,-7.96,43.9599764354035
1321.29,1.2,5.96,2.04,2.82,4.48,-4.38,8.67,8.05,-5.81,22.32,10.72,-1.25,13.73,1.59,13.74,16.68,23.37,22.28,25.49,14.1321600815365
1314.99,-0.2,-0.12,2.18,8.92,-2.86,2.59,6.38,14.2,3.51,7.7,-7.04,5.13,-9.05,8.43,-2.56,28.77,15.19,28.93,2.46,60.3320594635944
1284.72,1.32,3.18,1.02,11.07,-0.09,-6.61,15.29,3.2,12.78,13.1,6.19,7.21,-6.16,7.73,4.32,36.93,58.22,15.2,-11.45,-15.1378981400257
829.48,1.94,1.74,1.51,2,4.87,7.86,2.48,4.69,37.78,4.3,17.46,8.44,19.21,-8.84,1.6,18.23,31.24,25.7,2.37,5.92344763276484
1625.82,2.9,0.14,-1.8,3.78,-3.54,7.21,1.44,19.56,20.06,12.77,34.17,12.09,15.72,-1.58,7.11,0.81,-5.72,13.08,43.32,35.6250320714138
1287.37,0.03,1.14,1.58,4.72,13.14,9.76,8.96,9.49,10.97,-8.77,10.64,9.63,6.15,25.43,17.34,-2.66,22.21,38.49,6.45,36.0548768616091
1285.74,1.38,0.35,-0.14,1.76,4.99,5.46,8.66,9.05,5.73,-10.83,3.74,16.15,4.17,-4.3,20.92,18.92,12.45,39.09,21.97,37.4389182710407
1332.63,0.17,2.6,1.22,8.41,5.94,-11.31,-4.33,17.44,-4.79,8.71,16.21,7.31,10.16,10.8,16.48,15.57,4.17,13.19,27.84,4.55844124798157
1363.5,0.47,-3.12,4.91,8.84,5.65,6.4,0.76,16.59,5.15,-0.2,17.17,15.42,17.45,23.04,8.58,40.46,7.79,27.91,7.58,12.7814835245562
1278.2,-0.5,3.44,5.14,3.71,-1.65,9.78,8.57,7.54,16.65,12.42,4.19,0.34,28.03,1.53,-7.95,19.47,17.14,28.49,17.85,-7.279281969337
1248.53,0.2,1.26,4.7,7.67,13.36,5.55,9.13,6.56,18.37,3.19,11.47,11.82,0.3,22.75,34.53,4.64,17.35,-12.29,3.36,14.3192258243703
1327.65,1.44,-1.09,2.95,3.64,4.67,-0.76,2.76,-4.14,4.48,-4.36,13.32,7.91,2.41,-10.37,-8.15,-4.33,33.59,21.31,50.72,26.9610535269246
1253.79,-0.32,3.84,4.96,-1.38,-2.03,3.69,7.67,4.92,17.86,6.79,10.68,3.14,-1.93,17.51,17.94,18.32,29.88,3.52,10.8,27.6118887751028
1448.06,1.46,-0.49,2.43,10.54,-2.02,3.06,-2.19,22.83,-1.63,-0.97,24.16,17.58,10.44,-14.38,-24.65,23.12,33.05,25.69,1.26,41.550465386451
1324.43,2.96,0.94,4.49,3.17,-1.26,2.27,1.84,10.48,4.32,7.72,13.09,16.01,16.63,8.05,9.64,44.86,18.71,26.26,15.25,15.7991982780369
1280.67,-0.34,2.91,1.78,9.22,6.52,9.89,-10.08,7.45,11.46,9.45,7.96,19.88,-3.66,15.13,0.53,8.82,42.78,24.22,-12.28,20.4909592860273
1276.59,1.82,1.38,5.77,2.19,4.12,3.59,10.84,6.24,14.95,16.64,9.12,18.67,-10.99,23.73,16.81,28.71,11.59,31.6,4.15,10.8989717867481
1569.24,0.42,-0.8,4.5,-0.64,-4.12,1.22,15.92,9.56,9.01,12.09,30.71,32.98,29.7,13.26,22.62,6.45,39.67,6.85,-16.55,20.7804548046082
1324.52,0.05,4.88,5.5,3.96,2.88,2.46,13.85,-1.98,6.4,16.08,10.3,0.61,36.08,38.23,20.83,26.6,-19.66,11.46,51.07,-19.0814661020496
1260.58,0.68,4.55,5.83,0.81,5.7,8.8,13.32,7.39,21.06,27.18,17.45,3.87,6.87,9.32,0.38,28.09,-6.78,35.41,1.81,15.7498859291781
1269.38,2.82,0.95,2.61,7.42,8.78,1.19,17.7,-1.16,9.86,29.86,3.35,11.44,16.44,9.76,24.87,7.69,23.22,4.4,52.54,33.1476810888236
1343.14,0.09,2.4,4.38,6.17,7.6,-7.34,-3.52,20.9,10.84,21.04,17.69,33.61,28.73,10.31,-5.97,28.52,29.92,12.97,20.26,-6.81215553292725
1318.25,1.01,-0.4,1.39,6.41,4.56,3.69,6.24,12.24,-10.07,24.78,-2.29,21.83,16.43,15.46,27.61,1.56,7.46,23.98,5.64,2.0862344045573
1296.03,1.07,0.23,-0.49,3.99,6.15,9.38,6.67,6.96,15.13,2.66,13.91,-17.85,17.41,26.21,8.48,13.28,4.5,31,21.94,12.8020480100017
1311.29,0.96,-1.36,4.15,3.76,5.54,5.52,11.61,18.22,2.88,13.09,-3.41,19.5,22.91,7.98,-11.41,-1.6,54.32,9.71,7.97,36.884706027929
1252.89,0.82,3.2,5.43,-4.06,2.51,11.01,2.7,19.9,21.63,8.02,17.84,-15.33,20.54,0.66,43.17,-21.72,22.9,34.11,23.26,17.43862304452
1339.68,2.4,5.01,-0.06,8.42,3.2,4.41,7.48,15.27,-2.06,26,6.44,10.35,-4.63,25.37,22.02,-3.65,-12.77,34.58,1.76,9.23868961135469
1495.03,2.44,2.03,4.21,5.7,1.82,-8.5,4.35,-1.09,-3.75,30.31,26.56,21.47,-2.68,10.43,-14.55,17.07,21.76,6.08,22.83,20.4570551441046
1372.77,1.02,4.18,-2.78,10.14,2.24,1.93,16.64,-7.69,12.76,26.7,18.77,35.81,21.88,26.81,-2.72,15.54,25.26,88.53,-2.73,5.56948475496034
1488.17,-1.37,0.29,1.16,-3.27,-1.26,16.2,-0.74,2.99,18.11,12.04,30.25,10.61,23.72,-20.52,-0.54,28.11,30.99,44.86,-20.23,27.5956685244362
1796.7,0.16,-0.77,4.74,2.94,3.67,-1.73,13.05,12.86,6.44,15.76,37.18,8.97,19.48,10.47,27.42,51.46,14.21,53.21,-15.16,57.6472407043573
1273.8,2.29,4.1,6.58,-0.06,-0.43,2.63,5.3,-3.86,15.41,-4.22,15.07,-5.19,17.91,10.15,30.26,9.45,29.47,9.45,3.24,24.7269932740215
1228.8,3.01,1.52,1.97,7.56,6.44,13.92,8.23,0.33,20.51,9,7.48,-4.83,4.56,16.81,5.04,-0.13,3.32,17.37,52.17,22.6831295283324
1331.12,2.25,2.17,6.45,8.28,-1.03,8.42,7.14,11.74,5.6,6.12,16.07,51.12,-8.17,4.26,14.96,5.47,34.7,10.73,23.35,-11.6865234655793
1288,1.02,2.53,4.77,10.54,8.26,10.36,15.19,-1.15,16.16,13.77,15.62,-11.39,-1.13,4.86,18.31,40.54,12.65,18.96,25.45,-0.0982716816319993
1385.49,2.44,1.47,4.72,0.72,1.53,3.15,-6.45,-4.98,1.16,9.17,21.36,15.74,1.65,-9.72,14.67,37.07,-5.35,27.89,26.46,26.6943764393723
1328.44,0.62,1.17,0.32,6.47,12.73,11.69,-3.24,11.06,9.49,13.35,14.55,32.79,4.88,16.94,-3.3,44.93,2.21,12.11,35.3,17.5530922786991
1307,-0.78,4.53,7.27,8.89,18.05,-1.72,-5.7,6.19,12.21,-12.42,10.54,-5.24,28.4,15.97,7.02,33.02,36.65,17.81,33.68,-10.2014084351545
1283.67,-0.14,0.83,2.24,4.25,4.42,8.61,8.12,3.89,2.63,5.19,3.79,2.04,-1.09,-12.01,28.06,25.83,0.43,14.59,34.47,12.7735616611329
1313.54,1.25,-0.3,1.15,1.2,9.46,10.54,4.76,17.4,11.77,14.31,6.99,18.2,16.47,18.42,12.43,5.21,13.04,0.31,2.34,8.78409453013588
1360.82,2.6,2.29,6.17,4.01,10.3,1.36,10.93,14.05,6.13,20.6,15.24,31.74,2.64,30.89,43.2,27.03,38.89,43.84,40.32,20.5063977427065
1269.01,1.95,0.4,-1.05,6.87,6.24,-0.93,-6.46,11.7,16.02,-5.91,2.65,2.94,-2.1,8.73,24.42,28.87,4.51,27.51,20.85,19.3240068276962
1277.1,1.34,1.18,2.96,-1.07,-1.81,2.68,1.13,7.98,11.91,16.75,8.11,11.2,-1.45,34.55,11.86,-26.94,4.87,53.85,20.32,8.63009693956961
1267.69,-0.74,2.4,4.13,5.15,6.35,6.16,20.67,9.23,11.73,-0.13,-1.62,22.9,18.25,-15.84,4.52,7.5,28.13,6.86,10.84,22.1613682129198
1175.39,-1.02,3.12,-3.71,5.76,5.1,1.06,5.18,14.41,23.38,20.99,-4.58,18.51,16.68,14.87,22.98,34.04,1.15,-5.32,36.31,22.5885716352271
1291.78,0.36,4.99,4.02,2.01,2.33,8.32,7.69,6.49,11.73,13.3,10.88,2.47,22.77,18.15,49.86,23.84,20.51,11.82,49.44,26.6593561147076
1345.26,1.5,2.52,-4.71,5.65,-3.3,6.7,-0.72,8.52,12.1,1.21,19.27,31.35,19.23,22.29,-2.34,-11.39,27.89,37.77,5.86,51.2390910377657
1290.96,-0.97,3.31,1.38,2.48,-1.48,1.55,14.53,0.75,9.07,8.25,8.17,28.84,38.96,11.4,-17.2,28.66,35.44,29.65,52.62,-19.8817948849018
1210.29,1.56,5.22,-0.5,3.62,7.76,8.86,4.78,19.2,22.27,3.29,6.43,31.62,8.11,15.14,11.26,12.08,13.83,35.43,21.41,23.4900354132319
1364.21,1.4,1.85,2.88,6.38,-5.83,3.78,4.45,10.73,10.31,21.77,19.3,13.67,7.73,26.28,2.49,24.96,43.06,25.02,20.88,51.7601703898419
1144.29,1.71,3.63,3.71,6.92,6.81,10.1,3.67,5.74,28.5,30.33,18.02,25.23,19.75,13.56,17.99,1.09,40.17,18.72,50.6,49.8518964401962
1290.89,0.88,-1.1,2.81,2.64,7.94,5.97,3.59,13.04,14.2,1.97,9.07,-7.14,28.26,37.01,40.14,12.89,23.86,10.42,20.22,6.9309693743238
1226.08,0.07,3.22,3.35,7.29,5.28,4.59,10.29,3.98,18.31,13.05,5.98,17.89,-9.73,7.43,-11.87,21.3,7.83,5.25,18.46,31.0430767019878
1285.39,0.24,1.4,5.05,2.86,-3.42,4,6.62,4.63,4.91,27.65,4.54,6.72,-4.99,1.01,33.05,12.71,32.64,11.16,19.92,11.1774451445249
1303.02,3.41,-0.61,1.13,-0.42,4.35,3.89,3.65,5.82,5.07,10.26,-6.52,0.5,23.01,10.67,15.5,41.5,24.33,-10.68,47.45,-24.6576743731201
1291.73,-1.09,2.44,-2.68,4.94,2.35,12.81,8.35,7.91,12.8,14.12,14.01,25.87,2.05,1.11,-1.55,23.17,28.69,15.41,24.09,-25.8805975314634
1336.34,1.22,1.74,3.57,0.56,3.23,15.13,11.81,-7.56,-12.5,-3.76,3.6,17.57,28.19,-14.36,14.51,7.55,-1.44,11.13,1.73,-6.55887133940332
1323.9,2.78,3.24,7.44,2.87,7.16,2.77,11.95,20.91,-3.77,19.45,11.39,-13.71,-4.97,-13.3,-4.39,-1.13,4.35,12.33,-26.6,-21.5696744633067
1276.79,1.43,2.58,3.98,2.06,-0.26,2.24,11.7,20.95,19.82,11.83,18.5,13.18,22.92,15.87,25.14,21.81,22.48,24.93,12.03,20.8777596127561
1305.03,1.38,4.24,9.92,4.49,9.68,-1.47,2.31,1.05,17.04,10.6,15.83,-4.95,0.83,2.42,16.86,19.36,19.47,28.21,-12.36,7.63433729520218
1309.47,1.24,-0.99,2.01,4.41,5.76,2.41,12.3,16.45,14.77,14.54,9.48,22.35,-14.65,35.43,38.9,38.58,16.71,11.45,23.1,15.552011809646
1314.15,-0.77,4.86,0.87,0.26,8.44,5.15,5.62,21.49,-1.14,24.81,9.51,25.12,37.15,29.75,21.51,4.61,27.99,9.53,-16.45,15.1504574728498
1259.63,-1.12,2,5.15,1.49,10.82,4.65,1.83,9.64,16.13,0.45,5.52,8.15,16.56,-11.17,39.54,30.05,26.35,28.67,29.29,15.0928153952269
1339.15,2.38,5.56,6.27,6.21,4.42,-0.07,7.48,9.64,5.87,8.7,16.64,-9.37,3.55,37.73,15.77,18.57,25.9,28.46,11.57,29.8663650123211
1479.82,2.27,0.57,4.55,5.88,-0.34,4.75,17.52,22.65,11,19.81,26.75,7.63,39.65,1.89,17.72,9.27,-5.72,26.91,28.54,38.8968053768567
1295.61,-1.14,4.97,-1.02,-1.67,7.92,-2.19,11.12,16.88,1.27,19.81,1.7,4.58,5.72,28.94,-2.76,-7.24,1.75,23.03,7.69,20.4862787975871
1330.95,-0.13,5.56,3.1,5.03,15.41,4.86,7.79,7.86,-1.8,11.73,9.62,22.89,-6.88,3.93,36.77,6.49,22.34,4.12,21.72,27.4647834383067
1299.18,0.31,1.65,9.54,5.05,0.21,4.12,14.87,7.5,2.54,-4.45,9.51,32.43,-2.17,-5.31,23.41,24.06,24.94,26.53,-21.63,53.8549778926983
1389.44,2.86,5.99,-5.99,8.17,11.73,3.45,6.97,12.18,15.43,12.23,24.27,-2.27,26.02,39.69,27.8,19.06,25.43,26.08,41.09,13.3546957016374
1352.72,2.01,1.52,1.62,4.38,1.99,7.55,11.96,-0.74,4.51,18.69,11.76,0.28,0.72,19.43,14.89,24.21,20.55,36.03,0.12,1.81905439338291
1351.74,2.23,7.05,6.82,8.74,16.36,8.98,-3.38,-0.14,6.06,24.47,18.81,21.94,2.2,9.53,39.7,-2.35,3.88,9.81,31.88,-18.1512359504486
1362.73,1.1,-1.85,6.61,-3.22,7.82,2.08,11.87,12.86,6.69,-6.68,18.43,7.97,8.91,7.03,17.43,24.03,43.17,14.81,-13.52,18.5439563297023
1387.61,2.75,1.45,4.64,1.16,-7.51,-6.68,2.41,-0.34,5.69,22.08,20.11,30.82,11.2,-2.16,23.82,29.72,30.93,-13.37,33.62,-16.0655646292781
1282.08,-0.43,1.29,1.91,0.45,4.95,-1.55,8.24,24.14,9.7,18.85,2.44,-1.76,19.49,-15.86,34.4,24.23,-6.59,21.66,51.27,51.3628027769093
1341.54,1.99,2.72,2.95,3.9,3.59,1.57,2.82,16.49,-7.26,37.81,16.2,29.38,-25.65,28.87,34.36,18.06,42.87,5.54,1.17,30.7692585913159
1288.8,0.13,2.36,6.56,-0.28,12.84,4.55,9.81,-0.52,-7.8,1.52,-1.17,13.33,33.19,-3.96,34.3,37.54,33.97,26.04,22.04,-0.673380407341206
1311.62,1.25,4.96,-1.4,7.07,-0.24,10.07,13.1,13.7,9.63,13.9,7.35,6.69,16.73,6.32,14.17,18.55,8.34,11.03,10.92,50.9277107112742
1319.14,2.31,6.4,6.81,3.31,6.42,7.35,15.52,15.29,9.49,20.79,-9.26,12.29,38.76,12.27,15.48,18.61,35.01,40.94,-4.33,31.7497367309263
1249.51,1.15,1.98,1.02,12.4,9.57,14.13,6.5,0.57,18.3,1.26,8.1,36.14,14.77,19.85,-13.67,-20.66,32.64,21.88,15.05,45.698128672568
1307.9,1.66,2.09,9.24,7.28,9.8,3.13,5.69,8.89,3.98,-3.93,10.98,34.92,17.45,30.13,27.27,-4.46,11.52,19.71,14.48,51.1089379653733
1319.27,2.98,0.52,1.34,1.84,1.15,1.36,12,7.89,5.7,21.05,13.2,-5.73,0.12,10.54,0.79,-6.94,22.9,-1.28,-18.32,50.599116253501
1362.15,1.24,2.93,7.68,10.24,6.1,9.47,3.94,2.02,-2.06,31.65,17.13,11.26,30.05,4.5,-0.31,10.22,3.29,21.75,43.52,-2.76050017296486
1501.98,1.33,5.12,1.06,-0.89,8.37,4.18,7.66,19.24,12.61,17.09,28.37,5.65,32.9,30.26,18.61,-9.18,24.68,19.04,49.1,53.5578793232148
1411.86,0.42,0.92,1.5,1.84,11.73,0.88,21.32,7.19,-3.46,6.02,23.17,-2.62,17.62,10.58,29.33,22.26,20.41,12.86,46.53,3.76207578787187
1314,-0.33,-0.18,7.49,4.46,-0.93,0.3,20.4,-3.72,4.18,9.74,13.47,24.73,27.36,17.6,16.32,-13.7,-19.03,30.78,19.25,38.9473377905699
1297.71,1.04,1.02,-0.8,1.79,5.87,4.95,1.6,17.68,11.58,22.58,11.93,3.4,9.24,26.76,-7,-0.6,5.63,6.26,36.62,28.4304146496513
1109.95,0.91,1.44,6.13,-0.02,10.63,1.8,1.73,5.69,29.48,38.09,14.8,41.61,-2.12,-7.46,4.14,21.25,-18.56,13.39,29.16,47.6607887679804
1319.72,2.52,4.74,4.19,1.77,1.32,15.29,-5.48,-4.81,8.86,4.82,11.83,7.66,20.63,22.71,16.62,17.44,46.3,23.74,-21.78,56.5590340443904
1292.81,1.82,-0.39,1.2,4.79,-4.76,-4.4,19.48,11.53,5.15,6.14,6.23,16.13,23.55,33.63,1.04,0.44,13.78,-1.85,42.03,11.6439510077997
1292.34,0.6,0.9,2.82,4.07,-0.91,15.72,8.5,-1.08,5.61,18.81,5.15,20.38,19.78,2.6,21.7,27.82,33.14,29.04,21.75,26.2642740442231
1289.65,1.43,3.72,0.02,12.26,11.06,11.98,9.23,14.32,13.96,-14.6,-8.23,16.9,22.15,-5.85,-3.56,30.21,20.07,22.91,11.46,4.27535922454465
1311.34,0.77,-0.32,4.31,-0.08,7.08,4.16,8.1,3.23,3.63,12.75,5.7,24.87,39.43,23.21,9.93,-16.18,-0.97,23.12,-9.48,23.3392418364514
1414.32,-0.87,1.15,5.91,3.15,5.84,5.6,-1.03,7.37,8.47,-0.04,23.51,7.38,15.1,23.54,25.38,18.69,21.54,-20.74,-14.88,2.57931527367598
1282.93,1.15,4.65,3,-5.77,11.19,-3.75,15.1,-5.55,9.49,16.26,-8.51,4.63,21.66,-4.21,34.21,3.81,5.49,17.04,19.72,17.1199070248232
1341.74,1.19,0.64,-2.17,8.2,4.81,10.62,13.27,2.07,-12.18,7.98,11.78,3.04,23.75,-4.39,33.08,23.2,19.42,-0.19,2.26,-4.18221362791885
1275.32,1.37,-2.18,1.72,4.07,4.6,10.97,6.24,10.58,10.13,7.32,5.09,24.07,-12.72,8.11,31.78,15.21,1.45,39.03,10.14,70.2860292294487
1289.72,1.6,0.86,-3.6,0.21,6.9,3.77,8.78,4.81,11.69,10.9,11.67,33.57,17.34,14.34,8.8,12.47,29.99,12.91,52.78,4.05542986751231
1487.19,0.79,5.06,2.97,0.42,7.9,-3.04,8.1,-0.76,8.1,9.47,27.4,33.08,12.72,12.18,23.23,30.19,27.99,21.41,14.87,5.76230386289321
1618.46,-0.03,3.03,1.15,1.34,1.24,4.64,3.36,14.62,-4.97,22.92,31.37,36.45,17,31.65,24.67,-0.53,31.5,0.72,-21.02,-3.64044053393553
1321.43,0.11,1.43,0.1,11.99,8.85,-4.71,-9.93,9.53,7.18,25.01,14.27,24.99,28.25,4.46,19.62,18.62,12.42,27.79,-7.2,-26.4606606616329
1478.55,1.91,-1.06,0.18,4.87,2.49,1.32,5.98,8.1,3.01,8.84,24.76,20.47,36.1,4.55,-0.21,25.75,14.03,44.33,24.08,27.1544530232549
1331.67,1.94,3.42,2.37,3.64,7.28,0.05,2.31,8.24,7.15,27.74,2.72,-6.51,17.2,-27.26,4.99,27.57,-7.26,7.35,2.51,14.9248660618386
1303.93,2.33,4.63,-2.86,1.65,-0.59,6.29,6.77,-1.12,12.74,9.35,3.63,10.71,3.96,21.86,27.21,40.72,4.07,-2.41,22.61,54.0206350121938
1310.33,1.29,0.03,6.07,0.67,1.32,-2.38,18.7,8.1,5.5,-2.92,10.44,26.32,7.17,22.63,17.02,20.88,7.05,10.71,28.52,34.0361409463152
1251.47,1.41,1.65,-0.11,1.24,6.71,-3.61,10.91,-3.97,21.46,-0.16,15.4,15.85,22.99,-1.63,32.77,-11.3,21.15,41.52,30.16,0.689831659405638
1280.55,0.78,3.66,7.47,5.48,-2.45,-0.32,2.4,4.18,11.22,-2.89,-12.1,14.96,24.59,14.75,20.63,13.89,19.22,20.26,20.91,-14.0956565021078
1276.17,0.5,2.03,6.51,12.25,1.3,4.35,7.11,0.46,19.3,13.94,13.43,11.08,-0.02,29.52,28.14,18.11,36.4,50.06,9.17,28.5798760399836
1452.48,0.69,-0.41,0.14,-0.69,11.6,10.58,-5.95,10.4,6.27,9.53,25.18,4.4,10.34,8.2,24.9,-2.78,14.14,18.93,0.16,-6.13332602299722
1318.8,1.7,3.58,6.98,0.77,-1.75,11.31,13.67,-1.51,5.85,17.45,3.1,-5.37,35.23,14.44,28.44,16.09,20.87,5.79,-9.05,20.8391528719013
1222.52,0.39,3.76,6.84,5.42,13.27,9.18,6.9,10.85,20.66,1.52,7.33,15.64,19.8,21.58,-2.31,11.24,20.81,55.96,85.06,-26.3224523502853
1321.73,1.23,0.63,1.34,-1.02,9.03,3.2,15.2,2.65,12.78,4.42,12.19,13.19,12.57,-2.2,4.25,26.72,29.54,36.84,-19.55,11.6140514601313
1334.44,1.84,3.44,0.29,3.74,9.85,6.71,13.5,12.42,14.1,10.41,16.01,41.9,16.77,7.64,-1.06,11.72,24.81,17.83,1.61,13.7752798527032
1278.02,1.15,-1.28,4.24,4.12,5.46,7.68,8.8,21.97,7.8,1.72,-14.12,14.65,22.58,20.32,-6.13,14.46,21.94,15.21,33.85,-3.28795333466276
1269.55,1.44,3.76,-0.24,7.11,-4.38,15.35,-5.14,6.21,13.45,12.5,6.93,15.33,29.59,1.98,2.95,37.13,35.93,6.23,38.12,38.5329245753988
1305.05,1.82,-0.67,8.94,4.95,1.41,2.56,8.26,2.88,-2.08,9.2,2.47,7.3,4.73,-5.37,2.22,53.01,34.06,42.24,26.24,9.12002836164043
1285.5,2.03,3.48,4.4,6.14,15.99,6.55,2.63,-2.23,4.75,27.8,-5.56,7.31,5.77,-3.57,13.77,-20.66,8.51,-11.04,53.68,-4.49530081966843
